user_id,institution,account_type,credit_type,total_credit_payments,payment_frequency,amount_to_pay_next_payment,account_opening_date,account_closing_date,maximum_credit_amount,current_balance,credit_limit,past_due_balance,number_of_payments_due,worst_delinquency,worst_delinquency_date,worst_delinquency_past_due_balance
5,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Arrendamiento,100,Semanal,8263,10/6/12,,13400,8263,0,8263,96,84,2/14/15,8263
5,MERCANCIA PARA HOGAR Y OFICINA,Revolvente,Línea de Crédito,50,Semanal,0,1/12/08,3/31/08,1300,0,1300,0,0,10,3/29/08,1216
5,TELEFONIA CELULAR,Revolvente,Línea de Crédito,0,Mensual,698,3/14/15,,698,698,1000,698,15,6,7/31/16,698
5,MERCANCIA PARA HOGAR Y OFICINA,Sin Límite Preestablecido,Crédito Personal al Consumo,0,Semanal,0,3/29/06,,0,0,0,0,0,0,,0
5,HIPOTECAGOBIERNO,Hipoteca,Bienes Raíces,360,Mensual,1805,12/30/98,,141384,224370,141384,3743,0,0,,0
5,SERVICIOS,Sin Límite Preestablecido,Otros (Múltiples Créditos),1,Mensual,0,1/16/10,2/29/16,4,0,0,0,0,0,,0
5,TIENDA COMERCIAL,Pagos Fijos,Aparatos - Muebles,1,Mensual,0,1/30/15,2/9/15,7390,0,7390,0,0,0,,0
5,TIENDA COMERCIAL,Pagos Fijos,Aparatos - Muebles,1,Mensual,0,1/29/15,2/9/15,2463,0,2463,0,0,0,,0
5,BANCO,Pagos Fijos,Línea de Crédito,0,Mensual,0,9/11/14,1/28/15,12453,0,12,10284,0,0,,0
5,MICROFINANCIERA,Pagos Fijos,Préstamo Personal ,36,Mensual,0,11/25/11,4/5/13,20000,0,0,0,0,0,,0
5,MICROFINANCIERA,Pagos Fijos,Préstamo Personal ,7,Mensual,0,5/4/11,11/22/11,4800,0,0,0,0,0,,0
5,MICROFINANCIERA,Pagos Fijos,Préstamo Personal ,6,Mensual,0,1/31/11,7/30/11,2000,0,0,0,0,0,,0
5,MICROFINANCIERA,Pagos Fijos,Préstamo Personal ,6,Mensual,0,11/4/10,5/4/11,4000,0,0,0,0,0,,0
6,TELEFONIA CELULAR,Revolvente,Línea de Crédito,0,Mensual,0,7/5/13,6/30/17,784,0,1197,0,0,0,,0
6,CIA Q  OTORGA,Sin Límite Preestablecido,Tarjeta de Crédito,0,Mensual,0,12/10/14,,19544,5366,0,0,0,0,,0
6,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,0,5/8/14,,47497,37429,39000,0,0,0,,0
6,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,0,8/29/14,,19420,10217,18300,0,0,0,,0
6,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,2157,5/6/14,,33695,32809,31000,0,0,0,,0
6,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,0,Mensual,199,1/13/16,,2769,0,10000,0,0,0,,0
6,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,1960,4/22/16,,25000,24661,25000,0,0,0,,0
6,AUTOMOTRIZ,Pagos Fijos,Arrendamiento Automotriz,48,Mensual,298,9/23/15,,9651,299,0,298,0,0,,0
6,AUTOMOTRIZ,Pagos Fijos,Arrendamiento Automotriz,48,Mensual,17074,9/23/15,,628448,15202,0,15201,0,0,,0
6,SERVICIOS,Sin Límite Preestablecido,Otros (Múltiples Créditos),1,Mensual,0,9/25/15,,0,0,0,0,0,0,,0
6,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,0,2/9/15,,69584,73986,72000,0,0,0,,0
6,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,0,11/1/09,,12593,11378,12000,0,0,0,,0
6,BANCO,Pagos Fijos,Préstamo Personal ,24,Mensual,0,9/1/14,10/17/16,40928,0,40928,0,0,0,,0
6,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,0,Mensual,0,11/3/09,11/30/15,13493,0,10000,0,0,0,,0
6,COBRANZA,Revolvente,Tarjeta de Crédito,0,Mensual,0,3/7/04,4/30/12,10831,0,12800,0,0,0,,0
6,TIENDA COMERCIAL,Revolvente,Línea de Crédito,0,Mensual,0,7/26/08,12/29/11,16304,0,14000,0,0,0,,0
7,MERCANCIA PARA LA CONSTRUCCION,Pagos Fijos,Préstamo Personal ,52,Semanal,394,6/26/16,,20488,6304,0,0,15,8,11/13/16,3165
7,MERCANCIA PARA LA CONSTRUCCION,Pagos Fijos,Préstamo Personal ,52,Semanal,0,6/26/16,7/8/16,1040,0,0,0,0,0,,0
7,AUTOMOTRIZ,Pagos Fijos,Compra de Automóvil,48,Mensual,220130,1/15/16,,310921,220130,0,220130,0,0,,0
7,BANCOS,Pagos Fijos,Otros (Múltiples Créditos),60,Mensual,666,7/3/15,,17000,15244,0,0,0,0,,0
7,TELEFONIA CELULAR,Revolvente,Línea de Crédito,0,Mensual,507,2/3/16,,964,507,1497,0,0,0,,0
7,SERVICIO DE TELEVISION DE PAGA,Sin Límite Preestablecido,Línea de Crédito,0,Mensual,400,6/13/15,,450,400,0,0,0,0,,0
7,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,5008,12/4/15,,54823,54037,52600,0,0,0,,0
7,AUTOMOTRIZ,Pagos Fijos,Arrendamiento Automotriz,36,Mensual,6163,1/8/16,,215705,160678,215705,18929,0,0,,0
7,BANCO,Pagos Fijos,Préstamo de Nomina,60,Mensual,899,1/1/16,,30000,25995,30000,0,0,0,,0
7,AUTOMOTRIZ,Pagos Fijos,Compra de Automóvil,48,Mensual,4747,2/23/16,,172413,170763,0,24136,0,0,,0
7,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,0,Mensual,0,3/12/06,2/29/12,2570,0,2000,0,0,0,,0
8,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12,Mensual,977,4/29/11,,977,977,7203,977,5,13,1/31/17,977
8,TIENDA DEPARTAMENTAL,Pagos Fijos,Aparatos - Muebles,12,Mensual,1814,12/15/11,,1814,1814,7203,1814,7,13,1/31/17,1814
8,MERCANCIA PARA HOGAR Y OFICINA,Sin Límite Preestablecido,Crédito Personal al Consumo,0,Semanal,0,5/14/11,,0,0,0,0,0,14,1/21/12,1217
8,TELEFONIA LOCAL Y DE LARGA DISTANCIA,Sin Límite Preestablecido,Línea de Crédito,0,Mensual,5827,12/26/15,,5827,5827,0,5827,14,13,5/31/17,5827
8,FINANCIERA,Pagos Fijos,Préstamo Personal ,4,Quincenal,1186,11/1/13,,2116,3707,0,3707,0,0,,0
9,VENTA POR CATALOGO,Pagos Fijos,Crédito al Consumo,65,Semanal,0,9/27/03,4/5/05,8775,0,0,0,0,0,,0
9,TIENDA COMERCIAL,Pagos Fijos,Aparatos - Muebles,12,Mensual,8216,10/12/13,,8216,8216,15906,8216,15,0,,0
9,TIENDA COMERCIAL,Pagos Fijos,Aparatos - Muebles,12,Mensual,1575,6/19/13,,1575,1575,15906,1575,15,0,,0
9,TIENDA COMERCIAL,Pagos Fijos,Línea de Crédito,18,Mensual,18997,4/24/15,,18997,18997,15906,18997,21,0,,0
9,BANCOS,Pagos Fijos,Préstamo Personal ,12,Mensual,0,9/30/13,12/30/14,8800,0,8800,12473,14,6,12/31/14,12473
9,TIENDA COMERCIAL,Pagos Fijos,Línea de Crédito,18,Mensual,10864,1/31/15,,10864,10864,15906,10864,22,0,,0
9,TIENDA COMERCIAL,Revolvente,Préstamo Personal ,0,Mensual,12221,7/23/13,,12221,12221,15906,12221,15,0,,0
9,BANCOS,Revolvente,Tarjeta de Crédito,0,Mensual,0,1/20/12,7/18/14,10087,0,10100,0,4,4,6/30/14,4755
9,BANCOS,Revolvente,Tarjeta de Crédito,0,Mensual,0,7/18/14,4/29/15,13101,0,13101,7070,8,6,4/30/15,7070
9,TELEFONIA LOCAL Y DE LARGA DISTANCIA,Sin Límite Preestablecido,Línea de Crédito,0,Mensual,0,11/9/11,,0,0,0,0,0,13,9/30/15,1809
10,GOBIERNO,Pagos Fijos,Crédito Fiscal,1,Mensual,0,8/23/14,2/21/17,0,0,0,0,7,13,7/31/16,2523
10,AUTOMOTRIZ,Pagos Fijos,Compra de Automóvil,30,Mensual,11327,5/15/17,,356115,294506,356115,0,0,0,,0
10,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,0,Mensual,786,8/6/11,,6035,0,10000,0,0,0,,0
10,TIENDA COMERCIAL,Revolvente,Línea de Crédito,0,Mensual,1043,6/20/09,,10767,5192,7000,0,0,0,,0
10,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,0,3/22/17,,20000,0,20000,0,0,0,,0
10,CIA Q  OTORGA,Sin Límite Preestablecido,Tarjeta de Crédito,0,Mensual,0,7/21/17,,13628,2232,0,0,0,0,,0
10,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,0,Mensual,1337,9/25/13,,3106,0,2500,0,0,0,,0
10,TIENDA COMERCIAL,Revolvente,Tarjeta de Crédito,0,Mensual,0,11/21/06,,1320,0,1,0,0,0,,0
10,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,0,Mensual,0,8/14/17,,257,0,1000,0,0,0,,0
10,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,0,Mensual,0,8/14/17,,625,0,1000,0,0,0,,0
10,SERVICIOS,Sin Límite Preestablecido,Otros (Múltiples Créditos),1,Mensual,0,7/20/12,,0,0,0,0,0,0,,0
10,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,0,11/1/10,3/31/17,12957,0,10100,0,0,0,,0
10,SERVICIOS,Sin Límite Preestablecido,Otros (Múltiples Créditos),1,Mensual,0,9/14/13,2/18/16,600,0,740,0,0,0,,0
10,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,0,Mensual,0,12/6/12,2/29/16,2556,0,1500,0,0,0,,0
10,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,0,Mensual,0,4/26/12,11/30/14,4539,0,300,0,0,0,,0
10,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,0,Mensual,0,1/5/09,6/30/13,2357,0,750,0,0,0,,0
11,COMUNICACIONES,Revolvente,Línea de Crédito,0,Mensual,0,4/24/13,,3035,0,2200,0,0,0,,0
11,TIENDA COMERCIAL,Revolvente,Tarjeta de Crédito,0,Mensual,4360,9/26/15,,56310,50638,55000,0,0,0,,0
11,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,0,Mensual,2302,12/31/13,,1978,0,20000,0,0,0,,0
11,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,0,6/8/17,,0,0,49999,0,0,0,,0
11,TIENDA COMERCIAL,Revolvente,Línea de Crédito,0,Mensual,7368,10/30/16,,78056,74158,72000,0,0,0,,0
11,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,0,Mensual,399,3/20/15,,1395,399,10000,0,0,0,,0
11,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,0,8/10/16,,20916,16983,18000,0,0,0,,0
11,CIA Q  OTORGA,Sin Límite Preestablecido,Tarjeta de Crédito,0,Mensual,10918,11/21/13,,84662,42797,0,0,0,0,,0
11,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,6032,11/27/15,,154908,153771,148500,0,0,0,,0
11,BANCO,Pagos Fijos,Línea de Crédito,120,Mensual,0,12/30/14,4/30/16,164320,0,216600,0,0,0,,0
11,BANCO,Pagos Fijos,Línea de Crédito,12,Mensual,0,3/24/14,1/31/16,5000,0,5000,0,0,0,,0
12,SOCIEDADES FINANCIERAS POPULARES,Pagos Fijos,Préstamo Garantizado,12,Catorcenal,0,1/22/16,7/7/16,15000,0,15000,0,1,1,3/7/16,110
12,SOCIEDADES FINANCIERAS POPULARES,Pagos Fijos,Préstamo Garantizado,12,Catorcenal,0,7/7/16,12/9/16,19000,0,15000,0,0,0,,0
12,SOCIEDADES FINANCIERAS POPULARES,Pagos Fijos,Préstamo Garantizado,16,Catorcenal,0,12/9/16,7/21/17,19000,0,19000,0,0,0,,0
12,COMUNICACIONES,Revolvente,Línea de Crédito,0,Mensual,0,12/28/16,,1045,0,1647,0,0,0,,0
12,SERVICIO DE TELEVISION DE PAGA,Sin Límite Preestablecido,Otros (Múltiples Créditos),1,Mensual,0,3/30/17,,0,0,0,0,0,0,,0
12,TELEFONIA LOCAL Y DE LARGA DISTANCIA,Sin Límite Preestablecido,Línea de Crédito,0,Mensual,0,3/23/17,,0,0,0,0,0,0,,0
12,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,138,12/19/16,,5000,1328,5000,0,0,0,,0
12,FINANCIERA,Pagos Fijos,Préstamo Personal ,52,Semanal,0,11/23/16,11/24/17,16740,0,16740,0,0,0,,0
12,COMUNICACIONES,Revolvente,Línea de Crédito,3,Mensual,0,12/9/15,3/18/16,349,0,100,0,6,0,,0
13,SERVICIOS,Hipoteca,Hipotecario O Vivienda,360,Mensual,1101,10/9/08,,145075,214381,145075,884,4,1,9/30/17,1092
13,BANCO,Pagos Fijos,Compra de Automóvil,48,Mensual,0,12/2/10,12/26/14,194968,0,0,0,0,0,,0
13,BANCOS,Pagos Fijos,Préstamo Personal ,10,Catorcenal,0,8/18/14,3/20/15,9001,0,9001,0,0,0,,0
13,CIA Q  OTORGA,Sin Límite Preestablecido,Tarjeta de Crédito,0,Mensual,0,2/14/18,,0,0,0,0,0,0,,0
13,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,0,Mensual,1015,12/4/00,,6756,0,1400,0,1,0,,0
13,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,0,9/1/05,1/10/18,123242,0,82500,61234,8,0,,0
13,BANCO,Pagos Fijos,Línea de Crédito,36,Mensual,3367,3/24/17,,70000,58463,0,0,2,0,,0
13,BANCO,Pagos Fijos,Compra de Automóvil,36,Mensual,10583,9/1/16,,312900,192089,0,0,0,0,,0
13,BANCO,Pagos Fijos,Préstamo Personal ,48,Mensual,3679,9/1/16,,102320,76650,102320,0,0,0,,0
13,FINANCIERA,Revolvente,Tarjeta de Crédito,0,Mensual,0,8/1/07,1/31/18,24568,0,15000,0,7,0,,0
13,SERVICIOS,Revolvente,Otros (Múltiples Créditos),0,Mensual,0,2/6/02,,11980,786,11980,0,0,0,,0
13,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,0,Mensual,0,11/13/11,1/31/17,929,0,20000,0,3,0,,0
13,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,0,Mensual,0,10/7/09,11/30/16,876,0,20000,0,0,0,,0
13,SERVICIOS,Pagos Fijos,Otros (Múltiples Créditos),0,Quincenal,0,5/8/15,11/4/16,15904,0,0,0,4,0,,0
13,BANCO,Pagos Fijos,Línea de Crédito,36,Mensual,0,1/5/16,8/5/16,100000,0,0,0,0,0,,0
13,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,0,8/1/07,8/10/16,15817,0,15000,0,0,0,,0
13,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,0,Mensual,0,8/14/10,6/30/16,648,0,2,0,3,0,,0
13,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,0,Mensual,0,2/2/10,5/31/16,648,0,2,0,0,0,,0
13,BANCO,Pagos Fijos,Compra de Automóvil,48,Mensual,0,12/6/10,1/30/15,0,0,0,0,0,0,,0
13,AUTOMOTRIZ,Pagos Fijos,Compra de Automóvil,18,Mensual,0,3/25/13,9/25/14,184165,0,184165,0,1,0,,0
13,BANCO,Pagos Fijos,Préstamo de Nomina,72,Quincenal,0,1/1/11,6/30/14,2200,0,2200,0,0,0,,0
13,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,0,1/26/13,5/26/14,43298,0,19400,0,6,0,,0
13,BANCO,Pagos Fijos,Préstamo de Nomina,36,Quincenal,0,1/1/07,4/19/14,34500,0,34500,0,2,0,,0
13,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,0,4/12/11,12/9/13,59857,0,56000,0,5,0,,0
13,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,0,2/16/03,12/6/13,48116,0,40100,0,7,0,,0
13,AUTOMOTRIZ,Pagos Fijos,Compra de Automóvil,48,Mensual,9452,12/2/10,10/3/12,453527,0,0,0,0,0,,0
14,TELEFONIA CELULAR,Revolvente,Línea de Crédito,0,Mensual,37537,6/28/12,,8715,37537,3500,37536,24,13,6/30/16,37537
14,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,6390,5/27/13,,22829,21840,21840,21840,0,0,,0
14,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,1030,8/1/12,,19652,15528,15000,9140,0,0,,0
14,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,1210,12/1/11,,22073,17337,15000,10350,0,0,,0
14,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,23210,1/28/14,7/7/15,23210,23210,20000,23210,0,0,,0
14,BANCO,Pagos Fijos,Línea de Crédito,90,Mensual,36223,1/23/14,5/1/15,39900,36223,39900,36223,0,0,,0
14,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,0,1/28/14,3/10/14,18985,0,20000,0,0,0,,0
14,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,0,9/1/11,12/18/11,0,0,1,0,0,0,,0
15,BANCOS,Pagos Fijos,Préstamo Personal ,12,Mensual,3879,11/12/15,6/6/17,30786,4655,0,4655,9,13,6/30/17,4655
15,SOCIEDAD FINANCIERA DE OBJETO MULTIPLE,Pagos Fijos,Préstamo Personal ,1,Mensual,2546,4/21/16,,1501,2546,0,2546,12,13,5/31/17,2546
15,TELEFONIA LOCAL Y DE LARGA DISTANCIA,Sin Límite Preestablecido,Línea de Crédito,0,Mensual,1699,9/26/14,,1699,1699,0,1699,23,13,11/30/16,1699
15,TELEFONIA LOCAL Y DE LARGA DISTANCIA,Sin Límite Preestablecido,Línea de Crédito,0,Mensual,1838,9/10/15,,1838,1838,0,1838,17,13,6/30/17,12447
15,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,0,Mensual,3289,6/2/11,,3605,3289,2,0,6,0,,0
15,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,0,Mensual,0,5/24/12,6/30/16,971,0,10000,0,15,0,,0
15,FINANCIERA,Pagos Fijos,Préstamo Personal ,1,Mensual,0,4/21/16,4/22/16,1501,0,1501,0,1,0,,0
16,VENTA POR CATALOGO,Revolvente,Línea de Crédito,0,Semanal,0,6/1/11,2/28/13,1364,0,1364,0,45,52,9/24/12,1364
16,BANCOS,Revolvente,Tarjeta de Crédito,0,Mensual,0,2/2/12,9/27/12,7128,0,6400,7128,6,6,9/30/12,7128
16,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,0,Mensual,0,8/24/12,4/30/16,874,0,10000,0,0,0,,0
17,FONDOS Y FIDEICOMISOS,Pagos Fijos,Préstamo Personal ,12,Mensual,0,9/27/12,10/31/13,13435,0,0,0,0,0,,0
17,FONDOS Y FIDEICOMISOS,Pagos Fijos,Préstamo Personal ,12,Mensual,0,9/27/12,10/31/13,23456,0,0,0,0,0,,0
17,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Préstamo Personal ,39,Semanal,0,11/14/08,1/13/09,8580,0,0,0,0,0,,0
17,MERCANCIA PARA HOGAR Y OFICINA,Pagos Fijos,Arrendamiento,52,Semanal,0,11/15/10,4/3/11,18257,0,0,0,0,2,1/31/11,702
17,SERVICIO DE TELEVISION DE PAGA,Sin Límite Preestablecido,Línea de Crédito,0,Mensual,0,7/29/13,,268,0,740,0,0,0,,0
17,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,0,Mensual,2545,12/27/15,,2617,0,10000,0,0,0,,0
17,BANCO,Pagos Fijos,Préstamo Personal ,59,Mensual,121927,9/15/15,,93000,121927,0,121927,0,0,,0
17,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,24686,1/16/14,,61438,61438,39000,20774,0,0,,0
17,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,34375,6/17/13,,34376,34375,21500,34375,0,0,,0
17,BANCO,Revolvente,Tarjeta de Crédito,0,Mensual,0,1/17/17,,0,49879,0,0,0,0,,0
17,BANCO,Hipoteca,Mejoras a la Casa,1,Mensual,0,8/27/14,3/29/17,46231,0,0,0,0,0,,0
17,COMUNICACIONES,Sin Límite Preestablecido,Línea de Crédito,0,Mensual,0,9/26/09,1/31/14,2731,0,4950,0,0,0,,0
17,TIENDA COMERCIAL,Revolvente,Línea de Crédito,0,Mensual,0,4/26/09,10/1/12,7591,0,6000,0,0,0,,0
18,FONDOS Y FIDEICOMISOS,Pagos Fijos,Préstamo Personal ,12,Mensual,0,6/25/13,7/28/14,43513,0,0,0,0,0,,0
18,BANCO,Pagos Fijos,Préstamo Personal ,16,Semanal,467,4/12/17,,6143,2996,0,0,0,0,,0
18,BANCO,Pagos Fijos,Préstamo de Nomina,72,Quincenal,46319,2/11/13,,47000,46319,0,46319,0,0,,0
18,HIPOTECAGOBIERNO,Hipoteca,Bienes Raíces,360,Mensual,3772,6/30/14,,354721,456370,354721,52803,0,0,,0
